,id_stable,Date,Content,ContentClean,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags
189,36057,2021-12-08 13:59:16+00:00,"100 Women: The former child refugee, now lawyer, helping Afghan asylum seekers
https://t.co/qt9jLNmVKe","100 Women: The former child refugee, now lawyer, helping Afghan asylum seekers",3,0.0375,,https://t.co/qt9jLNmVKe,,Nicosia,0,0,0,0,No hashtags
774,130088,2021-08-21 21:59:22+00:00,"@siuc2001 @Kembleford @MiriamElder @brianstelter @SecBlinken Yes. The airlifts began 7/30 — 2 weeks after the cable was sent. The anti-immigrant SIV process needs revision!

“An internal State Department memo last month warned top agency officials of the potential collapse of Kabul soon after the U.S.’s Aug. 31 troop withdrawal deadline…”",Yes. The airlifts began 7/30 — 2 weeks after the cable was sent. The anti-immigrant SIV process needs revision! “An internal State Department memo last month warned top agency officials of the potential collapse of Kabul soon after the U.S.’s Aug. 31 troop withdrawal deadline…”,13,0.0449826989619377,SIV,,"@siuc2001, @Kembleford, @MiriamElder, @brianstelter, @SecBlinken",English-speaking,0,0,1,0,No hashtags
585,95575,2021-09-01 19:02:05+00:00,"INDIANAPOLIS — An estimated 5,000 Afghan evacuees will arrive at Camp Atterbury in the coming weeks for a medical screening, COVID test and fourth vetting process to begin their resettlement process in the United States. https://t.co/IwV9dqmV9J","INDIANAPOLIS — An estimated 5,000 Afghan evacuees will arrive at Camp Atterbury in the coming weeks for a medical screening, COVID test and fourth vetting process to begin their resettlement process in the United States.",23,0.1036036036036036,"INDIANAPOLIS —, COVID",https://t.co/IwV9dqmV9J,,"Anderson, Indiana.",0,0,1,0,No hashtags
689,23284,2022-01-26 12:01:03+00:00,"Those stuck in Afghanistan face “unthinkable” choices as they wait to see whether “they’ll be picked” for Afghan Resettlement Scheme, charities have warned.

Read the full piece from @BigIssue here: https://t.co/2QGuDWHQHR","Those stuck in Afghanistan face “unthinkable” choices as they wait to see whether “they’ll be picked” for Afghan Resettlement Scheme, charities have warned. Read the full piece from here:",6,0.03125,,https://t.co/2QGuDWHQHR,@BigIssue,"Knutsford, Cheshire",0,0,1,0,No hashtags
443,92791,2021-09-02 22:52:14+00:00,I can give away my room for an Afghan refugee if you guys need it - it’s suitable for a single man but rather prefer to give away for a lady.. ♻️ #RUN,I can give away my room for an Afghan refugee if you guys need it - it’s suitable for a single man but rather prefer to give away for a lady.. ♻️ #RUN,5,0.0333333333333333,"I, #RUN",,,English-speaking,0,0,0,0,['RUN']
491,76911,2021-09-13 20:01:27+00:00,"SOS Blinken told the committee that “the Admin coordinated its withdrawal plans with U.S. allies, expedited processing of Special Immigrant Visas for Afghans who had aided the U.S.” and mounted an “extraordinary effort to evacuate Americans and others from the country”. WSJ https://t.co/UhZAycd3qj","SOS Blinken told the committee that “the Admin coordinated its withdrawal plans with U.S. allies, expedited processing of Special Immigrant Visas for Afghans who had aided the U.S.” and mounted an “extraordinary effort to evacuate Americans and others from the country”. WSJ",17,0.0615942028985507,"SOS, U.S., U.S.”, WSJ",https://t.co/UhZAycd3qj,,English-speaking,0,0,0,0,No hashtags
639,197768,2021-02-10 23:05:42+00:00,"A refugee and former translator from Afghanistan reflects on the Capitol insurrection, and why he’s working even more committed to protecting democracy.
https://t.co/BgwJzPKSpR","A refugee and former translator from Afghanistan reflects on the Capitol insurrection, and why he’s working even more committed to protecting democracy.",3,0.0194805194805194,A,https://t.co/BgwJzPKSpR,,"Houston, TX",0,0,1,0,No hashtags
48,192348,2021-06-05 08:20:04+00:00,"Britain Accelerates Relocation of Afghan Interpreters to U.K. https://t.co/l7LZ3NgKgi - Will America do the same, I fear a Vietnam type bloodbath.","Britain Accelerates Relocation of Afghan Interpreters to U.K. - Will America do the same, I fear a Vietnam type bloodbath.",11,0.0887096774193548,"U.K., I",https://t.co/l7LZ3NgKgi,,"Henderson, NV",0,0,2,0,No hashtags
149,183646,2021-07-22 15:22:32+00:00,"When Turks came to Anatolia from the East where Afghans come from nowadays, they were also faced with racial, anti-immigrant resistance against them and they dealt with this resistance with force. https://t.co/ESKWXhmIql","When Turks came to Anatolia from the East where Afghans come from nowadays, they were also faced with racial, anti-immigrant resistance against them and they dealt with this resistance with force.",5,0.0252525252525252,,https://t.co/ESKWXhmIql,,English-speaking,0,0,0,0,No hashtags
687,192354,2021-06-05 06:49:44+00:00,"@FWorldcitizen @EUCouncilPress @EUCouncil @NathalieLoiseau Wouldn't be surprised if Syria sends you &amp; your pals a bill.  Not sure why the countries on the refugee road out of Syria, Iraq, Afghanistan, and Libya haven't sent one. Ppent a lot of money, and gone a bit towards Nationalism, thanks to Nato and EUuu. https://t.co/Tj5j9jDnxc","Wouldn't be surprised if Syria sends you & your pals a bill. Not sure why the countries on the refugee road out of Syria, Iraq, Afghanistan, and Libya haven't sent one. Ppent a lot of money, and gone a bit towards Nationalism, thanks to Nato and EUuu.",12,0.0451127819548872,,https://t.co/Tj5j9jDnxc,"@FWorldcitizen, @EUCouncilPress, @EUCouncil, @NathalieLoiseau",English-speaking,0,0,0,0,No hashtags
74,58510,2021-10-05 19:21:51+00:00,"Great to have my #Afghan refugee photos in @TIME  ""Inside a U.S. Army base where Afghans await an uncertain future: https://t.co/NDGChuDGcQ #photography #photojournalism","Great to have my #Afghan refugee photos in ""Inside a U.S. Army base where Afghans await an uncertain future: #photography #photojournalism",7,0.0489510489510489,U.S.,https://t.co/NDGChuDGcQ,@TIME,"Los Angeles, CA",2,0,18,0,"['Afghan', 'photography', 'photojournalism']"
1011,84462,2021-09-07 19:02:12+00:00,"White House asks Congress to pass emergency funding for disaster aid, Afghan resettlement as well as spending bill to avert shutdown
By Jeff Stein

https://t.co/xN1QWsf5ZP","White House asks Congress to pass emergency funding for disaster aid, Afghan resettlement as well as spending bill to avert shutdown By Jeff Stein",7,0.046979865771812,,https://t.co/xN1QWsf5ZP,,"Ohio, USA",0,1,1,0,No hashtags
414,40877,2021-11-25 09:40:34+00:00,Pakistan Government’s narrative on Afghan Refugee Influx https://t.co/QtJ3tZ5mnW #CRSS #Pakistan,Pakistan Government’s narrative on Afghan Refugee Influx #CRSS #Pakistan,10,0.1351351351351351,#CRSS,https://t.co/QtJ3tZ5mnW,,Brussels,0,0,0,0,"['CRSS', 'Pakistan']"
317,158551,2021-08-17 03:56:44+00:00,"@Vidhuvyala Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims","Changing my mind on this. Those Muslims who have been partners to India( spies, informants etc) should be granted asylum. Else credibility will suffer. Taliban are a dagger pointed at India’s heart, so we must fight them - including by honouring our Afghan partners, incl Muslims",9,0.0320284697508896,,,@Vidhuvyala,"Chennai,India ",2,0,1,0,No hashtags
105,15850,2022-02-23 23:09:47+00:00,"@elrondfrodo @Reuters Yeah that's what the world needs: failed diplomacy, innocent civilians dead, an economy in ruin, a refugee crisis, and another humanitarian crisis. We're you not paying attention for the past 18 years when the US invaded Iraq and Afghanistan. Then we occupied oil field in Syria?","Yeah that's what the world needs: failed diplomacy, innocent civilians dead, an economy in ruin, a refugee crisis, and another humanitarian crisis. We're you not paying attention for the past 18 years when the US invaded Iraq and Afghanistan. Then we occupied oil field in Syria?",8,0.0282685512367491,US,,"@elrondfrodo, @Reuters",English-speaking,0,0,0,0,No hashtags
746,90741,2021-09-03 20:50:14+00:00,"Such a great choice to lead this important effort. 
@NewDEALLeaders across the country are ready to help our former Chair @GovernorMarkell resettle and welcome our Afghan allies to America.
https://t.co/E2ZmwtUxLE",Such a great choice to lead this important effort. across the country are ready to help our former Chair resettle and welcome our Afghan allies to America.,4,0.0246913580246913,,https://t.co/E2ZmwtUxLE,"@NewDEALLeaders, @GovernorMarkell",English-speaking,0,1,7,0,No hashtags
1035,140411,2021-08-19 14:25:37+00:00,The refugees were brought over as part of the UK’s Afghan Relocation and Assistance Policy Programme https://t.co/Xp9XUNZPjG,The refugees were brought over as part of the UK’s Afghan Relocation and Assistance Policy Programme,8,0.0784313725490196,,https://t.co/Xp9XUNZPjG,,"Manchester, UK",11,4,30,1,No hashtags
222,122948,2021-08-24 01:05:15+00:00,"""Don't mind us, Afghan Army soldiers. It's true we're evacuating tens of thousands of your civil-society leaders, teachers, politicians, and all our translators, as well as every American in-country. But we still have faith you'll hold the line against the Taliban! No, really!""","""Don't mind us, Afghan Army soldiers. It's true we're evacuating tens of thousands of your civil-society leaders, teachers, politicians, and all our translators, as well as every American in-country. But we still have faith you'll hold the line against the Taliban! No, really!""",8,0.0287769784172661,,,,"New Haven, CT",3,13,58,0,No hashtags
496,107207,2021-08-28 04:24:24+00:00,".@chrislhayes:@BRhodes: Per @OliviaTroye, DT/Stephen Miller sabotaged the process 4 SIV visas. Don't U think that contributed to the probs w/ the evacuation? That's part of the mess DEM president has to clean up! The worst is the DT/Taliban Deal that decapitated the Afghan gov!",. Per DT/Stephen Miller sabotaged the process 4 SIV visas. Don't U think that contributed to the probs w/ the evacuation? That's part of the mess DEM president has to clean up! The worst is the DT/Taliban Deal that decapitated the Afghan gov!,20,0.0816326530612244,"SIV, U, DEM",,"@chrislhayes:@BRhodes:, @OliviaTroye,",NJ,0,0,0,0,No hashtags
476,119109,2021-08-24 22:50:33+00:00,@StPhilipHouston Thank you so much for your support! To date we have welcomed 50 Special Immigrant Visa holders from Afghanistan.,Thank you so much for your support! To date we have welcomed 50 Special Immigrant Visa holders from Afghanistan.,6,0.0526315789473684,,,@StPhilipHouston,"Houston, TX",0,0,0,0,No hashtags
584,27271,2022-01-10 10:23:18+00:00,"It’s time to raise the voice of #refugees in Indonesia. Their life is serious danger. 
Afghan refugees in Indonesia deserve to be resettled in a third country. They can no longer live in limbo.  
#HelpRefugees_Indonesia https://t.co/N9RdnKaSkv",It’s time to raise the voice of #refugees in Indonesia. Their life is serious danger. Afghan refugees in Indonesia deserve to be resettled in a third country. They can no longer live in limbo. #HelpRefugees_Indonesia,9,0.0407239819004524,,https://t.co/N9RdnKaSkv,,English-speaking,2,3,9,0,"['refugees', 'HelpRefugees_Indonesia']"
246,28678,2022-01-07 09:07:21+00:00,"The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here: https://t.co/kTsYFPhHa0

Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here.","The UK's Afghan Citizens Resettlement Scheme is now formally open and the guidance can be found here: Unfortunately, there is no application process, rather it looks like a referral process, but all details can be found here.",8,0.0350877192982456,,https://t.co/kTsYFPhHa0,,"Southampton, England",0,0,2,0,No hashtags
169,148929,2021-08-18 08:45:25+00:00,Akshay Kumar getting ready to play the role of Afghan Refugee https://t.co/T9a3iogaU8,Akshay Kumar getting ready to play the role of Afghan Refugee,4,0.0634920634920634,,https://t.co/T9a3iogaU8,,"Assam,INDIA",0,0,12,0,No hashtags
199,100419,2021-08-31 02:27:26+00:00,"According to the Washington Times’ Stephen Dinan, 47, Afghan national Ghader Heydari was flown to Dulles International Airport as part of Biden’s Afghanistan resettlement operation","According to the Washington Times’ Stephen Dinan, 47, Afghan national Ghader Heydari was flown to Dulles International Airport as part of Biden’s Afghanistan resettlement operation",13,0.0722222222222222,,,,English-speaking,1,0,0,0,No hashtags
244,105465,2021-08-28 20:37:35+00:00,@DiamondandSilk Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...,Is it true their housing unvetted Afghanistan's at our basses... Terrorists don't bring Arms they steel them...,4,0.0353982300884955,,,@DiamondandSilk,"McAlester, OK",0,0,0,0,No hashtags
792,72423,2021-09-17 07:54:51+00:00,Afghan refugee: Being caught by Taliban 'was like a scary movie' https://t.co/80i3VXAlua,Afghan refugee: Being caught by Taliban 'was like a scary movie',3,0.0454545454545454,,https://t.co/80i3VXAlua,,New York,0,0,0,0,No hashtags
204,199819,2021-08-29 17:33:23+00:00,@NormOrnstein @djrothkopf Agree with everything except Biden’s slowness in ramping up the SIV program that Trump decimated. Should have either ramped up faster or delayed withdrawal date.,Agree with everything except Biden’s slowness in ramping up the SIV program that Trump decimated. Should have either ramped up faster or delayed withdrawal date.,7,0.0424242424242424,SIV,,"@NormOrnstein, @djrothkopf",English-speaking,3,0,6,0,No hashtags
426,169548,2021-08-15 20:39:58+00:00,"@SpeakerPelosi Prosecute, don’t protect the corrupt fleeing Afghan President who HANDED OVER the country &amp; didn’t protect or defend his people with the 300k+ armed Afghan troops we equipped &amp; trained for 20 years. ALL countries in the UN need to offer asylum to Afghan families, especially women","Prosecute, don’t protect the corrupt fleeing Afghan President who HANDED OVER the country & didn’t protect or defend his people with the 300k+ armed Afghan troops we equipped & trained for 20 years. ALL countries in the UN need to offer asylum to Afghan families, especially women",20,0.0689655172413793,"HANDED, OVER, ALL, UN",,@SpeakerPelosi,English-speaking,0,0,1,0,No hashtags
603,190795,2021-06-18 15:48:00+00:00,"Forced displacement at record level, despite COVID shutdowns: #UN Refugee Agency 
https://t.co/j3U8O42Kez
#Afghanistan #ClimateChange #Colombia #Ethiopia #Germany #Mozambique #Pakistan #SouthSudan #Sudan #Syria #Turkey #Uganda #UnHighCommissioner #Venezuela #Yemen https://t.co/e9PnimJyRN","Forced displacement at record level, despite COVID shutdowns: #UN Refugee Agency #Afghanistan #ClimateChange #Colombia #Ethiopia #Germany #Mozambique #Pakistan #SouthSudan #Sudan #Syria #Turkey #Uganda #UnHighCommissioner #Venezuela #Yemen",29,0.1188524590163934,"COVID, #UN","https://t.co/j3U8O42Kez, https://t.co/e9PnimJyRN",,Australia,0,0,0,0,"['UN', 'Afghanistan', 'ClimateChange', 'Colombia', 'Ethiopia', 'Germany', 'Mozambique', 'Pakistan', 'SouthSudan', 'Sudan', 'Syria', 'Turkey', 'Uganda', 'UnHighCommissioner', 'Venezuela', 'Yemen']"
355,31253,2021-12-25 03:55:40+00:00,"@OliverD27637486 @RepAndyBiggsAZ Afghanistan where Biden had to negotiate with the Taliban after Trump drew down troops to under 2500, released 5000 Taliban prisoners &amp; promised them May 1st exit after cutting out the government, evacuating no one, and gutting the SIV process?
https://t.co/feQpaYEWJQ","Afghanistan where Biden had to negotiate with the Taliban after Trump drew down troops to under 2500, released 5000 Taliban prisoners & promised them May 1st exit after cutting out the government, evacuating no one, and gutting the SIV process?",9,0.0354330708661417,SIV,https://t.co/feQpaYEWJQ,"@OliverD27637486, @RepAndyBiggsAZ",United States,1,0,0,0,No hashtags
795,116971,2021-08-25 14:48:23+00:00,@POTUS Mr. President why did you stop allowing Afghan SIV and those brave Afghans who assisted the U.S. from entering HKIA days ago? When you made the decision to not stay why didn’t you cut the red tape to allow the SIV process to go more smoothly? Now you refuse to extend the deadline,Mr. President why did you stop allowing Afghan SIV and those brave Afghans who assisted the U.S. from entering HKIA days ago? When you made the decision to not stay why didn’t you cut the red tape to allow the SIV process to go more smoothly? Now you refuse to extend the deadline,18,0.0638297872340425,"SIV, U.S., HKIA, SIV",,@POTUS,"Pensacola, FL",0,0,0,0,No hashtags
3,31609,2021-12-23 18:00:41+00:00,An Afghan refugee demands the US not forget her family: “It’s not over and they have to fix what they did” https://t.co/vcCFTJvHYv,An Afghan refugee demands the US not forget her family: “It’s not over and they have to fix what they did”,5,0.0462962962962962,US,https://t.co/vcCFTJvHYv,,English-speaking,1,5,12,0,No hashtags
23,42353,2021-11-20 14:33:51+00:00,@erikawas @PeterSaker2 @TIsenor @RichardEngel Tell that to the female Afghan refugee that wants to get an abortion in Texas after she was raped,Tell that to the female Afghan refugee that wants to get an abortion in Texas after she was raped,3,0.0285714285714285,,,"@erikawas, @PeterSaker2, @TIsenor, @RichardEngel","Chicago, IL",0,0,0,0,No hashtags
546,185641,2021-07-14 16:53:16+00:00,"US will not release numbers on how many Afghans will be eligible to leave #Afghanistan via the SIV process
per @PressSec",US will not release numbers on how many Afghans will be eligible to leave #Afghanistan via the SIV process per,7,0.0625,"US, SIV",,@PressSec,"Washington, DC",1,2,1,0,['Afghanistan']
408,31287,2021-12-24 21:57:28+00:00,All Afghan refugees at Quantico have been resettled https://t.co/O6cRFlmMcZ via @newsintheburg,All Afghan refugees at Quantico have been resettled via,3,0.0508474576271186,,https://t.co/O6cRFlmMcZ,@newsintheburg,"Stafford, VA",0,0,0,0,No hashtags
266,14507,2022-02-27 12:11:36+00:00,"@globefly @yodifiji No. It's right.  Poles are known for racism. They refuse helping PoC, Syrians and Afghans. And those incidents are reported by refugee organisations.","No. It's right. Poles are known for racism. They refuse helping PoC, Syrians and Afghans. And those incidents are reported by refugee organisations.",9,0.0588235294117647,,,"@globefly, @yodifiji",World citizen,1,1,13,0,No hashtags
257,189130,2021-06-30 11:55:04+00:00,"@vannschaffner @AdamKinzinger US military should never have gone there in the first place. Extract the translators and everyone who helped coalition troops and don't look back. 
There is a reason why no one has ever won a war in Afghanistan.",US military should never have gone there in the first place. Extract the translators and everyone who helped coalition troops and don't look back. There is a reason why no one has ever won a war in Afghanistan.,5,0.0232558139534883,US,,"@vannschaffner, @AdamKinzinger","Rivière-Verte, ",0,3,4,0,No hashtags
677,94780,2021-09-02 01:07:21+00:00,"“To keep our promises to our Afghan allies, the Biden Administration or Congress must make it easier for Afghans to apply for humanitarian parole.” Great piece by ⁦@JillGoldenziel⁩  https://t.co/TUFSaArUFq","“To keep our promises to our Afghan allies, the Biden Administration or Congress must make it easier for Afghans to apply for humanitarian parole.” Great piece by ⁦",7,0.0416666666666666,,https://t.co/TUFSaArUFq,@JillGoldenziel⁩,"Bloomington, IN",0,2,3,0,No hashtags
332,60403,2021-10-01 21:20:00+00:00,"#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey.

https://t.co/DfHrlOrNuV","#Greece will not allow a repeat of the 2015 migration crisis to unfold on its borders following the deteriorating situation in #Afghanistan, PM Mitsotakis says after visiting a new migrant camp on an island near #Turkey.",6,0.0269058295964125,PM,https://t.co/DfHrlOrNuV,,Dubai,0,3,10,1,"['Greece', 'Afghanistan', 'Turkey']"
121,12402,2022-03-04 14:32:58+00:00,@UNHCRIndo We are 10 years without basic human right resettle Afghan Refugees we died every day  17 Afghan @Refugees suicide themself how many more . Resettlemant is only solution for our concern end this limbo justice justice @UNGeneva https://t.co/4MudHBsWPI,We are 10 years without basic human right resettle Afghan Refugees we died every day 17 Afghan suicide themself how many more . Resettlemant is only solution for our concern end this limbo justice justice,5,0.0234741784037558,,https://t.co/4MudHBsWPI,"@UNHCRIndo, @Refugees, @UNGeneva","Makassar, Indonesia",0,4,12,0,No hashtags
529,100784,2021-08-31 00:20:36+00:00,"@Alyssa_Milano @POTUS Meanwhile the Taliban is going door to door looking for Americans and Afghans that helped Americans that were left behind. Reports have been given that they are cutting the tongues out of translators, and beheading people. Are you sure this is something to be proud of?","Meanwhile the Taliban is going door to door looking for Americans and Afghans that helped Americans that were left behind. Reports have been given that they are cutting the tongues out of translators, and beheading people. Are you sure this is something to be proud of?",7,0.0256410256410256,,,"@Alyssa_Milano, @POTUS",English-speaking,0,0,0,0,No hashtags
206,165200,2021-08-16 13:41:21+00:00,"A template letter for people to send to their MPs urging the Government to support displaced people in Afghanistan through resettlement. Please feel free to copy, change, or write your own. I will continue working on it today. 

https://t.co/cpSiwIOYJO","A template letter for people to send to their MPs urging the Government to support displaced people in Afghanistan through resettlement. Please feel free to copy, change, or write your own. I will continue working on it today.",7,0.0304347826086956,"A, I",https://t.co/cpSiwIOYJO,,"Cambridge, UK ",3,34,49,3,No hashtags
337,135363,2021-08-20 15:37:40+00:00,"@BilldoeBaggins Trump stopped the SIV applications for 4 years. Trump released 5,000 terrorists, trump handed Afghanistan over. Trump removed all but 2500 troops. This is on 45. https://t.co/70N6cWFjYa","Trump stopped the SIV applications for 4 years. Trump released 5,000 terrorists, trump handed Afghanistan over. Trump removed all but 2500 troops. This is on 45.",8,0.0484848484848484,SIV,https://t.co/70N6cWFjYa,@BilldoeBaggins,English-speaking,0,0,0,0,No hashtags
905,80228,2021-09-10 03:36:19+00:00,"South Western Victorian Shire says it could help resettle refugees from Afghanistan 

Danny Mead and his Shire Council offers more than Morrison and his Government  

https://t.co/m6py4bzk6d via @WboolStandard",South Western Victorian Shire says it could help resettle refugees from Afghanistan Danny Mead and his Shire Council offers more than Morrison and his Government via,11,0.0632183908045977,,https://t.co/m6py4bzk6d,@WboolStandard,Australia.,0,0,0,0,No hashtags
376,60591,2021-10-01 17:07:02+00:00,"🚨Networking/Hiring🚨 DM me if interested in working w/leading resettlement org to coordinate private sector engagement &amp; interface with fed &amp; state govt around assisting Afghan arrivals. Strong background in refugee resettlement, corp engagement, and public-private partnerships.","🚨Networking/Hiring🚨 DM me if interested in working w/leading resettlement org to coordinate private sector engagement & interface with fed & state govt around assisting Afghan arrivals. Strong background in refugee resettlement, corp engagement, and public-private partnerships.",6,0.0209790209790209,DM,,,"Oakland, CA",0,5,8,0,No hashtags
41,188372,2021-07-05 13:19:23+00:00,"#Germany - Man is stabbed to death at German #refugee centre 'by #Afghan man who shouted ""Allahu Akbar"" moments before'
https://t.co/WvOnetwkEc via @MailOnline","#Germany - Man is stabbed to death at German #refugee centre 'by #Afghan man who shouted ""Allahu Akbar"" moments before' via",6,0.0472440944881889,,https://t.co/WvOnetwkEc,@MailOnline,English-speaking,0,0,0,0,"['Germany', 'refugee', 'Afghan']"
569,116616,2021-08-25 16:13:06+00:00,"2 of 2 Stephen Miller and those loyal to him, deliberately sabotaged the refugee visa process, including the system by which U.S. allies in Iraq and Afghanistan would be evacuated to safety.","2 of 2 Stephen Miller and those loyal to him, deliberately sabotaged the refugee visa process, including the system by which U.S. allies in Iraq and Afghanistan would be evacuated to safety.",6,0.031578947368421,U.S.,,,"Tallahassee, FL",7,20,52,0,No hashtags
787,83580,2021-09-08 06:43:41+00:00,"‼️HERE’S THE KICK IN THE TEETH:

We are 18 months into a pandemic and many  U.S. CITIZENS have lost everything..homes, savings,etc.Yet instead of America first,

Biden Requests $6.4B in TAXPAYER MONEY to Resettle 95,000 [unvetted] Afghans Across U.S. 👇1/

https://t.co/qvJtWo8KrQ https://t.co/mIzM4dErnn","‼️HERE’S THE KICK IN THE TEETH: We are 18 months into a pandemic and many U.S. CITIZENS have lost everything..homes, savings,etc.Yet instead of America first, Biden Requests $6.4B in TAXPAYER MONEY to Resettle 95,000 [unvetted] Afghans Across U.S. 👇1/",56,0.2162162162162162,"‼️HERE’S, THE, KICK, IN, THE, U.S., CITIZENS, $6.4B, TAXPAYER, MONEY, U.S.","https://t.co/qvJtWo8KrQ, https://t.co/mIzM4dErnn",,English-speaking,5,33,26,4,No hashtags
1021,9051,2022-03-15 15:48:16+00:00,Andy Vermaut shares:Visiting UN refugee chief assures Afghans of continued support for IDPs: The head of the UN refugee agency has assured the Islamic Emirate of Afghanistan (IEA) of its continued support of Internally Displaced Persons (IDPs)… https://t.co/sySyGKZpd6 Thank you https://t.co/gxcAtIpBw0,Andy Vermaut shares:Visiting UN refugee chief assures Afghans of continued support for IDPs: The head of the UN refugee agency has assured the Islamic Emirate of Afghanistan (IEA) of its continued support of Internally Displaced Persons (IDPs)… Thank you,25,0.0968992248062015,"UN, UN, (IEA)","https://t.co/sySyGKZpd6, https://t.co/gxcAtIpBw0",,"Diksmuide, België",0,0,0,0,No hashtags
655,101557,2021-08-30 19:04:57+00:00,"MPs trying to rescue more than 7,000 people trapped in Afghanistan. This figure dwarfs the 800 to 1,100 Afghans eligible for resettlement defence secretary said would be left behind. 

 https://t.co/bjcFaSAi1D","MPs trying to rescue more than 7,000 people trapped in Afghanistan. This figure dwarfs the 800 to 1,100 Afghans eligible for resettlement defence secretary said would be left behind.",5,0.0267379679144385,,https://t.co/bjcFaSAi1D,,English-speaking,1,2,3,0,No hashtags
82,69061,2021-09-21 02:02:53+00:00,"@ehmari2 @welcomeus Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring","Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring",3,0.0119521912350597,,,"@ehmari2, @welcomeus",Appalachia ,0,0,2,0,No hashtags
632,38187,2021-12-02 13:00:00+00:00,"According to the U.N. refugee agency (UNHCR), the real number may be much higher; as of July 2021, Afghans are the second-largest refugee population in the world. https://t.co/wSuWG2yAjL","According to the U.N. refugee agency (UNHCR), the real number may be much higher; as of July 2021, Afghans are the second-largest refugee population in the world.",10,0.0609756097560975,"U.N., (UNHCR),",https://t.co/wSuWG2yAjL,,English-speaking,24,189,2221,4,No hashtags
209,177588,2021-08-08 21:26:59+00:00,"With Afghanistan on the brink, is Europe set for a refugee influx? - Euronews

What do you mean ‘set for’?!

Already here ffs! https://t.co/FCRYohbmkV","With Afghanistan on the brink, is Europe set for a refugee influx? - Euronews What do you mean ‘set for’?! Already here ffs!",6,0.046875,,https://t.co/FCRYohbmkV,,"Bexhill, England",0,0,2,0,No hashtags
348,78842,2021-09-11 07:00:57+00:00,"✏️  🇪🇺 vowed to financially help 🇦🇫’s neighbors to handle refugees fleeing the #taliban regime, while not agreeing on any unified #asylum seekers welcoming procedures. The view of 🇳🇱 cartoonist @joepbertrams #EU #Afghanistan #Europe #EUCO https://t.co/ANUqJWuAK0","✏️ 🇪🇺 vowed to financially help 🇦🇫’s neighbors to handle refugees fleeing the #taliban regime, while not agreeing on any unified #asylum seekers welcoming procedures. The view of 🇳🇱 cartoonist #EU #Afghanistan #Europe #EUCO",9,0.0394736842105263,"#EU, #EUCO",https://t.co/ANUqJWuAK0,@joepbertrams,Europe,0,0,0,0,"['taliban', 'asylum', 'EU', 'Afghanistan', 'Europe', 'EUCO']"
645,39727,2021-11-27 13:23:13+00:00,"Despite Biden vow, Afghanistan evacuees admitted to US underwent almost no vetting: report https://t.co/zPvtHIRGAR via @Yahoo 
I have come to at least one conclusion, if fOX reports it, it's a lie.","Despite Biden vow, Afghanistan evacuees admitted to US underwent almost no vetting: report via I have come to at least one conclusion, if fOX reports it, it's a lie.",8,0.0470588235294117,"US, 
I",https://t.co/zPvtHIRGAR,@Yahoo,Desert Southwest,0,0,0,0,No hashtags
350,53449,2021-10-18 09:16:35+00:00,@brianjdube @SiphoMalunga Afghanistan has been repeatedly invaded creating a culture of jihad against the outsider. These guys specifically can be traced back to the cold war. The Soviet invasion led to the rise of the Mujsahideen. Out of these arose the Taliban in the refugee camps in Pakistan. /1,Afghanistan has been repeatedly invaded creating a culture of jihad against the outsider. These guys specifically can be traced back to the cold war. The Soviet invasion led to the rise of the Mujsahideen. Out of these arose the Taliban in the refugee camps in Pakistan. /1,8,0.0288808664259927,,,"@brianjdube, @SiphoMalunga",English-speaking,1,0,0,0,No hashtags
417,134661,2021-08-20 18:04:53+00:00,@WhiteHouse @StateDept You keep talking about evacuating our #Afghan translators. Why is mine still waiting for a call?,You keep talking about evacuating our #Afghan translators. Why is mine still waiting for a call?,3,0.03,,,"@WhiteHouse, @StateDept",English-speaking,1,2,4,0,['Afghan']
719,144046,2021-08-18 21:41:06+00:00,@CarolineLucas And on QT Cleverly would not confirm that no asylum seekers would be sent back to Afghanistan,And on QT Cleverly would not confirm that no asylum seekers would be sent back to Afghanistan,5,0.0526315789473684,QT,,@CarolineLucas,"Scotland, United Kingdom",0,0,0,0,No hashtags
